Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0 0.3141592653589793
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [0.03811761+0.53400535j 0.78431428+0.31342693j]
faultfree_quantum_state, [0.54274712+0.64717349j 0.45333389-0.28474624j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.3643050341979182
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.36430503419791826
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.364305034197918
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.36430503419791826
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.36430503419791826
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.36430503419791815
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.36430503419791826
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.36430503419791826
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.36430503419791815
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.3643050341979182
-3.141592653589793, -3.141592653589793, 0.0, 0.36430503419791804
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.36430503419791826
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.36430503419791826
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.36430503419791804
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.36430503419791804
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.3643050341979182
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.364305034197918
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.36430503419791826
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.36430503419791815
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.36430503419791815
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.3643050341979182
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.3643050341979182
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.36430503419791826
