Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0.3141592653589793 0
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [ 0.70627603+0.00335745j -0.45995977-0.53814487j]
faultfree_quantum_state, [ 0.70846022+0.00336479j -0.68630737-0.16448404j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 1.9097435869129625e-05
-3.141592653589793, -3.141592653589793, -2.827433388230814, 1.9097435869129967e-05
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 1.9097435869128937e-05
-3.141592653589793, -3.141592653589793, -2.199114857512855, 1.9097435869129967e-05
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 1.909743586912928e-05
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 1.9097435869128595e-05
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 1.909743586912928e-05
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 1.9097435869128937e-05
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 1.9097435869128937e-05
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 1.9097435869128937e-05
-3.141592653589793, -3.141592653589793, 0.0, 1.909743586912825e-05
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 1.9097435869128595e-05
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 1.9097435869128937e-05
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 1.9097435869128937e-05
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 1.9097435869130655e-05
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 1.909743586912928e-05
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 1.9097435869128595e-05
-3.141592653589793, -3.141592653589793, 2.199114857512855, 1.9097435869129625e-05
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 1.9097435869128595e-05
-3.141592653589793, -3.141592653589793, 2.827433388230814, 1.9097435869129967e-05
-3.141592653589793, -3.141592653589793, 3.141592653589793, 1.909743586912928e-05
