Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0 0.3141592653589793
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [ 0.70283348+0.01342895j -0.6117519 -0.36277317j]
faultfree_quantum_state, [ 0.71156969+0.01345833j -0.68542812-0.15386922j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.0003054062239535587
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.00030540622395355734
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.00030540622395355734
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.00030540622395355593
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.0003054062239535587
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.0003054062239535587
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.0003054062239535587
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.0003054062239535546
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.0003054062239535532
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.00030540622395355734
-3.141592653589793, -3.141592653589793, 0.0, 0.00030540622395355734
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.00030540622395355734
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.00030540622395355593
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.0003054062239535546
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.00030540622395355734
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.00030540622395355734
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.00030540622395355734
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.00030540622395355734
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.00030540622395355734
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.00030540622395355734
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.0003054062239535628
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.00030540622395355734
