Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0 0.3141592653589793
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [-0.4021408 -0.03656562j -0.55302346+0.72877348j]
faultfree_quantum_state, [0.20134923+0.89229195j 0.40394965+0.00991167j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.907668384086052
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.9076683840860522
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.9076683840860522
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.9076683840860524
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.9076683840860522
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.9076683840860521
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.9076683840860521
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.9076683840860522
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.907668384086052
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.9076683840860522
-3.141592653589793, -3.141592653589793, 0.0, 0.9076683840860521
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.907668384086052
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.9076683840860522
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.9076683840860521
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.9076683840860521
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.907668384086052
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.907668384086052
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.9076683840860522
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.9076683840860521
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.9076683840860521
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.907668384086052
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.907668384086052
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.9076683840860522
