Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0 0.3141592653589793
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [0.34804483+0.47588102j 0.77478351-0.22828179j]
faultfree_quantum_state, [0.65707028+0.47448205j 0.35713203-0.46430824j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.19130405738003753
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.19130405738003747
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.19130405738003736
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.19130405738003758
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.19130405738003742
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.19130405738003753
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.19130405738003767
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.19130405738003742
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.1913040573800374
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.19130405738003742
-3.141592653589793, -3.141592653589793, 0.0, 0.1913040573800374
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.19130405738003758
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.1913040573800375
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.1913040573800374
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.19130405738003747
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.19130405738003747
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.19130405738003736
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.19130405738003742
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.19130405738003753
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.19130405738003753
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.1913040573800375
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.19130405738003767
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.19130405738003758
