Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0.3141592653589793 0
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [-0.34864936+0.30162911j -0.03471245+0.88671221j]
faultfree_quantum_state, [0.34458622+0.81800998j 0.4432013 -0.1252702j ]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.6620402565126418
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.6620402565126418
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.6620402565126415
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.6620402565126418
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.6620402565126418
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.662040256512642
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.662040256512642
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.662040256512642
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.662040256512642
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.662040256512642
-3.141592653589793, -3.141592653589793, 0.0, 0.662040256512642
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.6620402565126418
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.6620402565126418
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.662040256512642
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.6620402565126418
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.662040256512642
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.662040256512642
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.6620402565126418
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.662040256512642
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.6620402565126418
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.6620402565126418
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.6620402565126418
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.6620402565126418
