Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0.3141592653589793 0
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [-0.4020566 -0.03912191j -0.64813558+0.64555421j]
faultfree_quantum_state, [0.19739932+0.89334698j 0.39895335-0.06165158j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.9081618607136579
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.9081618607136577
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.9081618607136577
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.9081618607136577
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.9081618607136579
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.9081618607136577
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.9081618607136577
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.9081618607136579
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.9081618607136582
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.9081618607136581
-3.141592653589793, -3.141592653589793, 0.0, 0.9081618607136579
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.9081618607136578
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.9081618607136579
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.9081618607136581
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.9081618607136582
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.9081618607136578
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.9081618607136581
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.9081618607136577
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.9081618607136581
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.9081618607136579
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.9081618607136579
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.9081618607136581
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.908161860713658
