Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0.3141592653589793 0
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [0.34417621+0.47454768j 0.78655738+0.19409978j]
faultfree_quantum_state, [0.6529686 +0.47573435j 0.45052898-0.37991113j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.1910094661210433
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.19100946612104316
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.19100946612104341
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.19100946612104333
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.1910094661210433
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.19100946612104336
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.1910094661210433
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.19100946612104336
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.19100946612104322
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.1910094661210432
-3.141592653589793, -3.141592653589793, 0.0, 0.1910094661210433
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.19100946612104341
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.19100946612104336
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.19100946612104322
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.1910094661210433
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.19100946612104322
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.19100946612104322
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.1910094661210432
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.19100946612104314
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.19100946612104325
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.1910094661210433
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.19100946612104322
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.19100946612104308
