Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0 0.3141592653589793
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [-0.19782171+0.45328013j  0.62594115+0.60299367j]
faultfree_quantum_state, [0.43877405+0.74985326j 0.43731341-0.23228088j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.5206208718204709
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.5206208718204711
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.5206208718204707
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.520620871820471
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.520620871820471
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.520620871820471
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.5206208718204711
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.5206208718204709
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.5206208718204709
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.520620871820471
-3.141592653589793, -3.141592653589793, 0.0, 0.520620871820471
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.5206208718204711
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.5206208718204709
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.520620871820471
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.5206208718204709
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.520620871820471
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.5206208718204708
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.520620871820471
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.5206208718204709
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.5206208718204709
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.5206208718204711
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.5206208718204708
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.520620871820471
