Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0.3141592653589793 0
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [0.03419434+0.53467072j 0.58944276+0.60457853j]
faultfree_quantum_state, [0.53965675+0.64995691j 0.47948127-0.23753803j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.3640286454799172
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.3640286454799172
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.3640286454799172
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.3640286454799171
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.3640286454799173
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.3640286454799173
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.36402864547991715
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.3640286454799173
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.36402864547991737
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.3640286454799171
-3.141592653589793, -3.141592653589793, 0.0, 0.36402864547991726
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.36402864547991726
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.36402864547991726
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.36402864547991737
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.3640286454799172
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.3640286454799172
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.3640286454799172
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.3640286454799173
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.3640286454799172
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.3640286454799172
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.3640286454799172
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.36402864547991726
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.36402864547991726
