Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 0.9, bias parameter: 0 0 0
faulty_matrix, [[ 1.        +0.j         -0.        +0.j        ] [ 0.        +0.j          0.80901699-0.58778525j]]
faultfree_matrix, [[ 1.+0.0000000e+00j -0.+0.0000000e+00j] [ 0.+0.0000000e+00j  1.-2.4492936e-16j]]
faulty_quantum_state, [0.9998875 +0.j         0.01230869-0.00857201j]
faultfree_quantum_state, [0.9998875 +0.j         0.01499644+0.00029997j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 1.2325978092701203e-32
-3.141592653589793, -3.141592653589793, -2.827433388230814, 1.2325958256234033e-32
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 1.2325998663852342e-32
-3.141592653589793, -3.141592653589793, -2.199114857512855, 1.232618968168435e-32
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 1.2326448290441532e-32
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 1.232656951329646e-32
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 1.232656951329646e-32
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 1.2326657675372772e-32
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 1.2326448290441532e-32
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 1.2326245517666015e-32
-3.141592653589793, -3.141592653589793, 0.0, 1.2326025112475236e-32
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 1.2325954582814187e-32
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 1.2326095642136285e-32
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 1.2326487228691903e-32
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 1.232724762660009e-32
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 1.23279382295312e-32
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 1.2328174063085333e-32
-3.141592653589793, -3.141592653589793, 2.199114857512855, 1.2328509078975317e-32
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 1.23279382295312e-32
-3.141592653589793, -3.141592653589793, 2.827433388230814, 1.232724762660009e-32
-3.141592653589793, -3.141592653589793, 3.141592653589793, 1.2326527636310212e-32
-3.141592653589793, -2.827433388230814, -3.141592653589793, 4.930383302493613e-32
-3.141592653589793, -2.827433388230814, -2.827433388230814, 4.930381318846896e-32
-3.141592653589793, -2.827433388230814, -2.5132741228718345, 4.930385359608727e-32
-3.141592653589793, -2.827433388230814, -2.199114857512855, 4.930404461391928e-32
-3.141592653589793, -2.827433388230814, -1.8849555921538759, 4.930430322267646e-32
-3.141592653589793, -2.827433388230814, -1.5707963267948966, 4.930442444553139e-32
-3.141592653589793, -2.827433388230814, -1.2566370614359172, 4.930442444553139e-32
-3.141592653589793, -2.827433388230814, -0.9424777960769379, 4.93045126076077e-32
-3.141592653589793, -2.827433388230814, -0.6283185307179586, 4.930430322267646e-32
-3.141592653589793, -2.827433388230814, -0.3141592653589793, 4.930410044990094e-32
-3.141592653589793, -2.827433388230814, 0.0, 4.930388004471016e-32
-3.141592653589793, -2.827433388230814, 0.3141592653589793, 4.930380951504911e-32
-3.141592653589793, -2.827433388230814, 0.6283185307179586, 4.930395057437121e-32
-3.141592653589793, -2.827433388230814, 0.9424777960769379, 4.930434216092683e-32
-3.141592653589793, -2.827433388230814, 1.2566370614359172, 4.930510255883502e-32
-3.141592653589793, -2.827433388230814, 1.5707963267948966, 4.930579316176613e-32
-3.141592653589793, -2.827433388230814, 1.8849555921538759, 4.930602899532026e-32
-3.141592653589793, -2.827433388230814, 2.199114857512855, 4.930636401121025e-32
-3.141592653589793, -2.827433388230814, 2.5132741228718345, 4.930579316176613e-32
-3.141592653589793, -2.827433388230814, 2.827433388230814, 4.930510255883502e-32
-3.141592653589793, -2.827433388230814, 3.141592653589793, 4.930438256854514e-32
-3.141592653589793, -2.5132741228718345, -3.141592653589793, 1.2325978092701203e-32
-3.141592653589793, -2.5132741228718345, -2.827433388230814, 1.2325958256234033e-32
-3.141592653589793, -2.5132741228718345, -2.5132741228718345, 1.2325998663852342e-32
-3.141592653589793, -2.5132741228718345, -2.199114857512855, 1.232618968168435e-32
-3.141592653589793, -2.5132741228718345, -1.8849555921538759, 1.2326448290441532e-32
-3.141592653589793, -2.5132741228718345, -1.5707963267948966, 1.232656951329646e-32
-3.141592653589793, -2.5132741228718345, -1.2566370614359172, 1.232656951329646e-32
-3.141592653589793, -2.5132741228718345, -0.9424777960769379, 1.2326657675372772e-32
-3.141592653589793, -2.5132741228718345, -0.6283185307179586, 1.2326448290441532e-32
-3.141592653589793, -2.5132741228718345, -0.3141592653589793, 1.2326245517666015e-32
-3.141592653589793, -2.5132741228718345, 0.0, 1.2326025112475236e-32
-3.141592653589793, -2.5132741228718345, 0.3141592653589793, 1.2325954582814187e-32
-3.141592653589793, -2.5132741228718345, 0.6283185307179586, 1.2326095642136285e-32
-3.141592653589793, -2.5132741228718345, 0.9424777960769379, 1.2326487228691903e-32
-3.141592653589793, -2.5132741228718345, 1.2566370614359172, 1.232724762660009e-32
-3.141592653589793, -2.5132741228718345, 1.5707963267948966, 1.23279382295312e-32
-3.141592653589793, -2.5132741228718345, 1.8849555921538759, 1.2328174063085333e-32
-3.141592653589793, -2.5132741228718345, 2.199114857512855, 1.2328509078975317e-32
-3.141592653589793, -2.5132741228718345, 2.5132741228718345, 1.23279382295312e-32
-3.141592653589793, -2.5132741228718345, 2.827433388230814, 1.232724762660009e-32
-3.141592653589793, -2.5132741228718345, 3.141592653589793, 1.2326527636310212e-32
-3.141592653589793, -2.199114857512855, -3.141592653589793, 1.2325978092701203e-32
-3.141592653589793, -2.199114857512855, -2.827433388230814, 1.2325958256234033e-32
-3.141592653589793, -2.199114857512855, -2.5132741228718345, 1.2325998663852342e-32
-3.141592653589793, -2.199114857512855, -2.199114857512855, 1.232618968168435e-32
-3.141592653589793, -2.199114857512855, -1.8849555921538759, 1.2326448290441532e-32
-3.141592653589793, -2.199114857512855, -1.5707963267948966, 1.232656951329646e-32
-3.141592653589793, -2.199114857512855, -1.2566370614359172, 1.232656951329646e-32
-3.141592653589793, -2.199114857512855, -0.9424777960769379, 1.2326657675372772e-32
-3.141592653589793, -2.199114857512855, -0.6283185307179586, 1.2326448290441532e-32
-3.141592653589793, -2.199114857512855, -0.3141592653589793, 1.2326245517666015e-32
-3.141592653589793, -2.199114857512855, 0.0, 1.2326025112475236e-32
-3.141592653589793, -2.199114857512855, 0.3141592653589793, 1.2325954582814187e-32
-3.141592653589793, -2.199114857512855, 0.6283185307179586, 1.2326095642136285e-32
-3.141592653589793, -2.199114857512855, 0.9424777960769379, 1.2326487228691903e-32
-3.141592653589793, -2.199114857512855, 1.2566370614359172, 1.232724762660009e-32
-3.141592653589793, -2.199114857512855, 1.5707963267948966, 1.23279382295312e-32
-3.141592653589793, -2.199114857512855, 1.8849555921538759, 1.2328174063085333e-32
-3.141592653589793, -2.199114857512855, 2.199114857512855, 1.2328509078975317e-32
-3.141592653589793, -2.199114857512855, 2.5132741228718345, 1.23279382295312e-32
-3.141592653589793, -2.199114857512855, 2.827433388230814, 1.232724762660009e-32
-3.141592653589793, -2.199114857512855, 3.141592653589793, 1.2326527636310212e-32
-3.141592653589793, -1.8849555921538759, -3.141592653589793, 1.2325978092701203e-32
-3.141592653589793, -1.8849555921538759, -2.827433388230814, 1.2325958256234033e-32
-3.141592653589793, -1.8849555921538759, -2.5132741228718345, 1.2325998663852342e-32
-3.141592653589793, -1.8849555921538759, -2.199114857512855, 1.232618968168435e-32
-3.141592653589793, -1.8849555921538759, -1.8849555921538759, 1.2326448290441532e-32
-3.141592653589793, -1.8849555921538759, -1.5707963267948966, 1.232656951329646e-32
-3.141592653589793, -1.8849555921538759, -1.2566370614359172, 1.232656951329646e-32
-3.141592653589793, -1.8849555921538759, -0.9424777960769379, 1.2326657675372772e-32
-3.141592653589793, -1.8849555921538759, -0.6283185307179586, 1.2326448290441532e-32
-3.141592653589793, -1.8849555921538759, -0.3141592653589793, 1.2326245517666015e-32
-3.141592653589793, -1.8849555921538759, 0.0, 1.2326025112475236e-32
-3.141592653589793, -1.8849555921538759, 0.3141592653589793, 1.2325954582814187e-32
-3.141592653589793, -1.8849555921538759, 0.6283185307179586, 1.2326095642136285e-32
-3.141592653589793, -1.8849555921538759, 0.9424777960769379, 1.2326487228691903e-32
-3.141592653589793, -1.8849555921538759, 1.2566370614359172, 1.232724762660009e-32
-3.141592653589793, -1.8849555921538759, 1.5707963267948966, 1.23279382295312e-32
-3.141592653589793, -1.8849555921538759, 1.8849555921538759, 1.2328174063085333e-32
-3.141592653589793, -1.8849555921538759, 2.199114857512855, 1.2328509078975317e-32
-3.141592653589793, -1.8849555921538759, 2.5132741228718345, 1.23279382295312e-32
-3.141592653589793, -1.8849555921538759, 2.827433388230814, 1.232724762660009e-32
-3.141592653589793, -1.8849555921538759, 3.141592653589793, 1.2326527636310212e-32
-3.141592653589793, -1.5707963267948966, -3.141592653589793, 1.2325978092701203e-32
-3.141592653589793, -1.5707963267948966, -2.827433388230814, 1.2325958256234033e-32
-3.141592653589793, -1.5707963267948966, -2.5132741228718345, 1.2325998663852342e-32
-3.141592653589793, -1.5707963267948966, -2.199114857512855, 1.232618968168435e-32
-3.141592653589793, -1.5707963267948966, -1.8849555921538759, 1.2326448290441532e-32
-3.141592653589793, -1.5707963267948966, -1.5707963267948966, 1.232656951329646e-32
-3.141592653589793, -1.5707963267948966, -1.2566370614359172, 1.232656951329646e-32
-3.141592653589793, -1.5707963267948966, -0.9424777960769379, 1.2326657675372772e-32
-3.141592653589793, -1.5707963267948966, -0.6283185307179586, 1.2326448290441532e-32
-3.141592653589793, -1.5707963267948966, -0.3141592653589793, 1.2326245517666015e-32
-3.141592653589793, -1.5707963267948966, 0.0, 1.2326025112475236e-32
-3.141592653589793, -1.5707963267948966, 0.3141592653589793, 1.2325954582814187e-32
-3.141592653589793, -1.5707963267948966, 0.6283185307179586, 1.2326095642136285e-32
-3.141592653589793, -1.5707963267948966, 0.9424777960769379, 1.2326487228691903e-32
-3.141592653589793, -1.5707963267948966, 1.2566370614359172, 1.232724762660009e-32
-3.141592653589793, -1.5707963267948966, 1.5707963267948966, 1.23279382295312e-32
-3.141592653589793, -1.5707963267948966, 1.8849555921538759, 1.2328174063085333e-32
-3.141592653589793, -1.5707963267948966, 2.199114857512855, 1.2328509078975317e-32
-3.141592653589793, -1.5707963267948966, 2.5132741228718345, 1.23279382295312e-32
-3.141592653589793, -1.5707963267948966, 2.827433388230814, 1.232724762660009e-32
-3.141592653589793, -1.5707963267948966, 3.141592653589793, 1.2326527636310212e-32
