Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0.3141592653589793 0 0
faulty_matrix, [[ 0.98768834+0.j -0.15643447-0.j] [ 0.15643447+0.j  0.98768834+0.j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [0.45509402+0.j 0.89044339+0.j]
faultfree_quantum_state, [0.89156829+0.j 0.45288629+0.j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.6909787633619529
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.6909787633619529
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.6909787633619532
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.6909787633619532
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.6909787633619531
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.6909787633619529
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.6909787633619529
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.6909787633619532
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.6909787633619532
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.6909787633619529
-3.141592653589793, -3.141592653589793, 0.0, 0.6909787633619529
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.6909787633619529
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.6909787633619532
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.6909787633619532
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.6909787633619529
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.6909787633619529
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.6909787633619531
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.6909787633619532
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.6909787633619532
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.6909787633619529
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.6909787633619529
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.6741593134569003
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.7028919588179241
-3.141592653589793, -2.827433388230814, -2.5132741228718345, 0.7307053517360281
-3.141592653589793, -2.827433388230814, -2.199114857512855, 0.7547156110872294
-3.141592653589793, -2.827433388230814, -1.8849555921538759, 0.7723155074993678
-3.141592653589793, -2.827433388230814, -1.5707963267948966, 0.7815278186725518
-3.141592653589793, -2.827433388230814, -1.2566370614359172, 0.7812960541592241
-3.141592653589793, -2.827433388230814, -0.9424777960769379, 0.7716469717944516
-3.141592653589793, -2.827433388230814, -0.6283185307179586, 0.7536864034270616
-3.141592653589793, -2.827433388230814, -0.3141592653589793, 0.7294293925250444
-3.141592653589793, -2.827433388230814, 0.0, 0.7015048061374054
-3.141592653589793, -2.827433388230814, 0.3141592653589793, 0.6728008225857802
-3.141592653589793, -2.827433388230814, 0.6283185307179586, 0.6461231166629116
-3.141592653589793, -2.827433388230814, 0.9424777960769379, 0.6239217756611817
-3.141592653589793, -2.827433388230814, 1.2566370614359172, 0.6081130836261273
-3.141592653589793, -2.827433388230814, 1.5707963267948966, 0.5999900836663908
-3.141592653589793, -2.827433388230814, 1.8849555921538759, 0.6001931863703199
-3.141592653589793, -2.827433388230814, 2.199114857512855, 0.6087065817398585
-3.141592653589793, -2.827433388230814, 2.5132741228718345, 0.6248582317577762
-3.141592653589793, -2.827433388230814, 2.827433388230814, 0.6473240382827092
-3.141592653589793, -2.827433388230814, 3.141592653589793, 0.6741593134569003
-3.141592653589793, -2.5132741228718345, -3.141592653589793, 0.6265207729199935
-3.141592653589793, -2.5132741228718345, -2.827433388230814, 0.6810732985179961
-3.141592653589793, -2.5132741228718345, -2.5132741228718345, 0.7376379962507649
-3.141592653589793, -2.5132741228718345, -2.199114857512855, 0.7903274129620799
-3.141592653589793, -2.5132741228718345, -1.8849555921538759, 0.8331235794939336
-3.141592653589793, -2.5132741228718345, -1.5707963267948966, 0.8607957204564185
-3.141592653589793, -2.5132741228718345, -1.2566370614359172, 0.8698101303463321
-3.141592653589793, -2.5132741228718345, -0.9424777960769379, 0.8589911852964183
-3.141592653589793, -2.5132741228718345, -0.6283185307179586, 0.8297484254608973
-3.141592653589793, -2.5132741228718345, -0.3141592653589793, 0.7858046978603102
-3.141592653589793, -2.5132741228718345, 0.0, 0.7325031091574998
-3.141592653589793, -2.5132741228718345, 0.3141592653589793, 0.6758861537713539
-3.141592653589793, -2.5132741228718345, 0.6283185307179586, 0.6217891243887387
-3.141592653589793, -2.5132741228718345, 0.9424777960769379, 0.5751569087290767
-3.141592653589793, -2.5132741228718345, 1.2566370614359172, 0.5396938310253365
-3.141592653589793, -2.5132741228718345, 1.5707963267948966, 0.5178296759776077
-3.141592653589793, -2.5132741228718345, 1.8849555921538759, 0.5108796958758366
-3.141592653589793, -2.5132741228718345, 2.199114857512855, 0.5192309725755977
-3.141592653589793, -2.5132741228718345, 2.5132741228718345, 0.5424165313594655
-3.141592653589793, -2.5132741228718345, 2.827433388230814, 0.5790271701319392
-3.141592653589793, -2.5132741228718345, 3.141592653589793, 0.6265207729199935
-3.141592653589793, -2.199114857512855, -3.141592653589793, 0.5557983461821767
-3.141592653589793, -2.199114857512855, -2.827433388230814, 0.6291511523159863
-3.141592653589793, -2.199114857512855, -2.5132741228718345, 0.7106351723917095
-3.141592653589793, -2.199114857512855, -2.199114857512855, 0.7921852147622255
-3.141592653589793, -2.199114857512855, -1.8849555921538759, 0.8644397742583202
-3.141592653589793, -2.199114857512855, -1.5707963267948966, 0.9181840634686078
-3.141592653589793, -2.199114857512855, -1.2566370614359172, 0.9460701944720932
-3.141592653589793, -2.199114857512855, -0.9424777960769379, 0.9441336129383618
-3.141592653589793, -2.199114857512855, -0.6283185307179586, 0.912652852990451
-3.141592653589793, -2.199114857512855, -0.3141592653589793, 0.8560882895808454
-3.141592653589793, -2.199114857512855, 0.0, 0.7821188639853551
-3.141592653589793, -2.199114857512855, 0.3141592653589793, 0.7000722413911702
-3.141592653589793, -2.199114857512855, 0.6283185307179586, 0.6192145824039368
-3.141592653589793, -2.199114857512855, 0.9424777960769379, 0.5473718300242041
-3.141592653589793, -2.199114857512855, 1.2566370614359172, 0.49019763458335686
-3.141592653589793, -2.199114857512855, 1.5707963267948966, 0.45114659698640003
-3.141592653589793, -2.199114857512855, 1.8849555921538759, 0.43195428244329026
-3.141592653589793, -2.199114857512855, 2.199114857512855, 0.4332645028885316
-3.141592653589793, -2.199114857512855, 2.5132741228718345, 0.45503797284565983
-3.141592653589793, -2.199114857512855, 2.827433388230814, 0.4965221722000172
-3.141592653589793, -2.199114857512855, 3.141592653589793, 0.5557983461821767
-3.141592653589793, -1.8849555921538759, -3.141592653589793, 0.4727120529895087
-3.141592653589793, -1.8849555921538759, -2.827433388230814, 0.5554472906492957
-3.141592653589793, -1.8849555921538759, -2.5132741228718345, 0.6541023876237467
-3.141592653589793, -1.8849555921538759, -2.199114857512855, 0.7599903831738256
-3.141592653589793, -1.8849555921538759, -1.8849555921538759, 0.8614449584929141
-3.141592653589793, -1.8849555921538759, -1.5707963267948966, 0.9454594559094702
-3.141592653589793, -1.8849555921538759, -1.2566370614359172, 1.0001348270277566
-3.141592653589793, -1.8849555921538759, -0.9424777960769379, 1.017248166955108
-3.141592653589793, -1.8849555921538759, -0.6283185307179586, 0.9941542152204805
-3.141592653589793, -1.8849555921538759, -0.3141592653589793, 0.934414832761814
-3.141592653589793, -1.8849555921538759, 0.0, 0.8469533035266341
-3.141592653589793, -1.8849555921538759, 0.3141592653589793, 0.7440060954019674
-3.141592653589793, -1.8849555921538759, 0.6283185307179586, 0.6385212970163296
-3.141592653589793, -1.8849555921538759, 0.9424777960769379, 0.5417945829148156
-3.141592653589793, -1.8849555921538759, 1.2566370614359172, 0.4619929737711963
-3.141592653589793, -1.8849555921538759, 1.5707963267948966, 0.403852430135237
-3.141592653589793, -1.8849555921538759, 1.8849555921538759, 0.36938902948183067
-3.141592653589793, -1.8849555921538759, 2.199114857512855, 0.35910539096566785
-3.141592653589793, -1.8849555921538759, 2.5132741228718345, 0.3730380612517298
-3.141592653589793, -1.8849555921538759, 2.827433388230814, 0.41112447753492554
-3.141592653589793, -1.8849555921538759, 3.141592653589793, 0.4727120529895087
-3.141592653589793, -1.5707963267948966, -3.141592653589793, 0.38846697078189585
-3.141592653589793, -1.5707963267948966, -2.827433388230814, 0.47092500100637624
-3.141592653589793, -1.5707963267948966, -2.5132741228718345, 0.5768878074455861
-3.141592653589793, -1.5707963267948966, -2.199114857512855, 0.6988484436084694
-3.141592653589793, -1.5707963267948966, -1.8849555921538759, 0.8246056494624476
-3.141592653589793, -1.5707963267948966, -1.5707963267948966, 0.9385586158690561
-3.141592653589793, -1.5707963267948966, -1.2566370614359172, 1.0244910809625742
-3.141592653589793, -1.5707963267948966, -0.9424777960769379, 1.0690921078988862
-3.141592653589793, -1.5707963267948966, -0.6283185307179586, 1.0651304061183402
-3.141592653589793, -1.5707963267948966, -0.3141592653589793, 1.0132566778092515
-3.141592653589793, -1.5707963267948966, 0.0, 0.9218395025515349
-3.141592653589793, -1.5707963267948966, 0.3141592653589793, 0.804889181957168
