Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0.3141592653589793 0
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [-0.20129106+0.45306024j  0.34275579+0.79795789j]
faultfree_quantum_state, [0.4357375 +0.75238954j 0.45370253-0.19544008j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.520558131543102
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.520558131543102
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.520558131543102
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.5205581315431023
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.5205581315431023
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.520558131543102
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.520558131543102
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.5205581315431025
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.5205581315431023
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.5205581315431023
-3.141592653589793, -3.141592653589793, 0.0, 0.5205581315431023
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.5205581315431018
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.5205581315431023
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.520558131543102
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.520558131543102
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.5205581315431023
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.520558131543102
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.520558131543102
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.5205581315431023
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.5205581315431017
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.520558131543102
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.520558131543102
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.520558131543102
