Fault: , U3Gate variation fault at 0, ratio parameter: 0.9 1 1, bias parameter: 0 0 0
faulty_matrix, [[-0.95105652+0.j -0.30901699-0.j] [ 0.30901699+0.j -0.95105652+0.j]]
faultfree_matrix, [[-1.0000000e+00+0.j -1.2246468e-16-0.j] [ 1.2246468e-16+0.j -1.0000000e+00+0.j]]
faulty_quantum_state, [-0.6835659+0.j  0.7298888+0.j]
faultfree_quantum_state, [-0.84725511+0.j  0.5311862 +0.j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.8210556115389945
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.7712046653496387
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.6353709969636294
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.4499928339286505
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.26182122132850516
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.11241758935045548
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.025246018685905598
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 5.779446947350328e-08
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.01600907554991034
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.04310105887261083
-3.141592653589793, -3.141592653589793, 0.0, 0.05548217399675476
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.043101058872610794
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.016009075549910358
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 5.7794469473541024e-08
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.025246018685905574
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.11241758935045545
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.26182122132850527
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.4499928339286505
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.6353709969636293
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.7712046653496385
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.8210556115389945
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.7871729526101947
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.8097077328940765
-3.141592653589793, -2.827433388230814, -2.5132741228718345, 0.7348359423044943
-3.141592653589793, -2.827433388230814, -2.199114857512855, 0.5830286920674483
-3.141592653589793, -2.827433388230814, -1.8849555921538759, 0.3944069256210734
-3.141592653589793, -2.827433388230814, -1.5707963267948966, 0.21516526074722714
-3.141592653589793, -2.827433388230814, -1.2566370614359172, 0.08245783712896937
-3.141592653589793, -2.827433388230814, -0.9424777960769379, 0.013271546996151996
-3.141592653589793, -2.827433388230814, -0.6283185307179586, 0.0012366877755517337
-3.141592653589793, -2.827433388230814, -0.3141592653589793, 0.022270323257849015
-3.141592653589793, -2.827433388230814, 0.0, 0.0465825295751183
-3.141592653589793, -2.827433388230814, 0.3141592653589793, 0.05218474190482893
-3.141592653589793, -2.827433388230814, 0.6283185307179586, 0.0345320116921332
-3.141592653589793, -2.827433388230814, 0.9424777960769379, 0.0084944498647051
-3.141592653589793, -2.827433388230814, 1.2566370614359172, 0.0018817864702007964
-3.141592653589793, -2.827433388230814, 1.5707963267948966, 0.0430723201517719
-3.141592653589793, -2.827433388230814, 1.8849555921538759, 0.1476427511564371
-3.141592653589793, -2.827433388230814, 2.199114857512855, 0.309353562091532
-3.141592653589793, -2.827433388230814, 2.5132741228718345, 0.4992332333766066
-3.141592653589793, -2.827433388230814, 2.827433388230814, 0.6734340277351891
-3.141592653589793, -2.827433388230814, 3.141592653589793, 0.7871729526101947
-3.141592653589793, -2.5132741228718345, -3.141592653589793, 0.6928840492141425
-3.141592653589793, -2.5132741228718345, -2.827433388230814, 0.7805291100860334
-3.141592653589793, -2.5132741228718345, -2.5132741228718345, 0.776251438779958
-3.141592653589793, -2.5132741228718345, -2.199114857512855, 0.6812209359788071
-3.141592653589793, -2.5132741228718345, -1.8849555921538759, 0.52107642931374
-3.141592653589793, -2.5132741228718345, -1.5707963267948966, 0.33717594801735407
-3.141592653589793, -2.5132741228718345, -1.2566370614359172, 0.17273867155525996
-3.141592653589793, -2.5132741228718345, -0.9424777960769379, 0.05898202365730374
-3.141592653589793, -2.5132741228718345, -0.6283185307179586, 0.006290125197745599
-3.141592653589793, -2.5132741228718345, -0.3141592653589793, 0.003484246423314607
-3.141592653589793, -2.5132741228718345, 0.0, 0.025157077170325864
-3.141592653589793, -2.5132741228718345, 0.3141592653589793, 0.04396941071544763
-3.141592653589793, -2.5132741228718345, 0.6283185307179586, 0.042958607370185156
-3.141592653589793, -2.5132741228718345, 0.9424777960769379, 0.02297478401981673
-3.141592653589793, -2.5132741228718345, 1.2566370614359172, 0.0023106764298974946
-3.141592653589793, -2.5132741228718345, 1.5707963267948966, 0.008671000554465513
-3.141592653589793, -2.5132741228718345, 1.8849555921538759, 0.06665088259954732
-3.141592653589793, -2.5132741228718345, 2.199114857512855, 0.18569600514884121
-3.141592653589793, -2.5132741228718345, 2.5132741228718345, 0.35340222975991875
-3.141592653589793, -2.5132741228718345, 2.827433388230814, 0.5370167227893362
-3.141592653589793, -2.5132741228718345, 3.141592653589793, 0.6928840492141425
-3.141592653589793, -2.199114857512855, -3.141592653589793, 0.558001703724833
-3.141592653589793, -2.199114857512855, -2.827433388230814, 0.6900593895475348
-3.141592653589793, -2.199114857512855, -2.5132741228718345, 0.7503824992181244
-3.141592653589793, -2.199114857512855, -2.199114857512855, 0.7227714410749274
-3.141592653589793, -2.199114857512855, -1.8849555921538759, 0.6146765906014567
-3.141592653589793, -2.199114857512855, -1.5707963267948966, 0.45465556906495735
-3.141592653589793, -2.199114857512855, -1.2566370614359172, 0.28271139570458104
-3.141592653589793, -2.199114857512855, -0.9424777960769379, 0.1370800248978919
-3.141592653589793, -2.199114857512855, -0.6283185307179586, 0.04231161528417153
-3.141592653589793, -2.199114857512855, -0.3141592653589793, 0.0029351463518440717
-3.141592653589793, -2.199114857512855, 0.0, 0.004828517070203967
-3.141592653589793, -2.199114857512855, 0.3141592653589793, 0.023467344402306526
-3.141592653589793, -2.199114857512855, 0.6283185307179586, 0.035622269380988794
-3.141592653589793, -2.199114857512855, 0.9424777960769379, 0.02980873786969657
-3.141592653589793, -2.199114857512855, 1.2566370614359172, 0.011343431572913634
-3.141592653589793, -2.199114857512855, 1.5707963267948966, 1.0407488116381858e-05
-3.141592653589793, -2.199114857512855, 1.8849555921538759, 0.021258067693688723
-3.141592653589793, -2.199114857512855, 2.199114857512855, 0.09441140385110594
-3.141592653589793, -2.199114857512855, 2.5132741228718345, 0.22260440311931529
-3.141592653589793, -2.199114857512855, 2.827433388230814, 0.3885410288218964
-3.141592653589793, -2.199114857512855, 3.141592653589793, 0.5580017037248328
-3.141592653589793, -1.8849555921538759, -3.141592653589793, 0.408810629699603
-3.141592653589793, -1.8849555921538759, -2.827433388230814, 0.5575183058568712
-3.141592653589793, -1.8849555921538759, -2.5132741228718345, 0.6630187115192971
-3.141592653589793, -1.8849555921538759, -2.199114857512855, 0.6981126953588221
-3.141592653589793, -1.8849555921538759, -1.8849555921538759, 0.653517967858673
-3.141592653589793, -1.8849555921538759, -1.5707963267948966, 0.5410110892711941
-3.141592653589793, -1.8849555921538759, -1.2566370614359172, 0.3894438264207632
-3.141592653589793, -1.8849555921538759, -0.9424777960769379, 0.23510512177109363
-3.141592653589793, -1.8849555921538759, -0.6283185307179586, 0.10997475963155184
-3.141592653589793, -1.8849555921538759, -0.3141592653589793, 0.03214841754725328
-3.141592653589793, -1.8849555921538759, 0.0, 0.0018329625145247453
-3.141592653589793, -1.8849555921538759, 0.3141592653589793, 0.00415707282544648
-3.141592653589793, -1.8849555921538759, 0.6283185307179586, 0.01744076562506034
-3.141592653589793, -1.8849555921538759, 0.9424777960769379, 0.023511703951939383
-3.141592653589793, -1.8849555921538759, 1.2566370614359172, 0.01592857619953547
-3.141592653589793, -1.8849555921538759, 1.5707963267948966, 0.0028449893619061674
-3.141592653589793, -1.8849555921538759, 1.8849555921538759, 0.003380465744146928
-3.141592653589793, -1.8849555921538759, 2.199114857512855, 0.03893507193177694
-3.141592653589793, -1.8849555921538759, 2.5132741228718345, 0.12290051190491415
-3.141592653589793, -1.8849555921538759, 2.827433388230814, 0.2529047092417662
-3.141592653589793, -1.8849555921538759, 3.141592653589793, 0.4088106296996028
-3.141592653589793, -1.5707963267948966, -3.141592653589793, 0.2704978364995467
-3.141592653589793, -1.5707963267948966, -2.827433388230814, 0.4091147057801787
-3.141592653589793, -1.5707963267948966, -2.5132741228718345, 0.533163314230138
-3.141592653589793, -1.5707963267948966, -2.199114857512855, 0.6129452461728844
-3.141592653589793, -1.5707963267948966, -1.8849555921538759, 0.6282829000936384
-3.141592653589793, -1.5707963267948966, -1.5707963267948966, 0.5752187647232975
-3.141592653589793, -1.5707963267948966, -1.2566370614359172, 0.46734097548215975
-3.141592653589793, -1.5707963267948966, -0.9424777960769379, 0.33124704842136515
-3.141592653589793, -1.5707963267948966, -0.6283185307179586, 0.1978144789277524
-3.141592653589793, -1.5707963267948966, -0.3141592653589793, 0.0924725667255513
-3.141592653589793, -1.5707963267948966, 0.0, 0.02798906698099473
-3.141592653589793, -1.5707963267948966, 0.3141592653589793, 0.0022822258013624405
-3.141592653589793, -1.5707963267948966, 0.6283185307179586, 0.0018307214999482777
-3.141592653589793, -1.5707963267948966, 0.9424777960769379, 0.009123076879608796
-3.141592653589793, -1.5707963267948966, 1.2566370614359172, 0.011077475244137932
-3.141592653589793, -1.5707963267948966, 1.5707963267948966, 0.005046451624900644
-3.141592653589793, -1.5707963267948966, 1.8849555921538759, 1.4212765038578136e-05
-3.141592653589793, -1.5707963267948966, 2.199114857512855, 0.012511035677287863
-3.141592653589793, -1.5707963267948966, 2.5132741228718345, 0.05886931784849378
-3.141592653589793, -1.5707963267948966, 2.827433388230814, 0.14691917776541144
-3.141592653589793, -1.5707963267948966, 3.141592653589793, 0.2704978364995466
-3.141592653589793, -1.2566370614359172, -3.141592653589793, 0.16064474666501152
-3.141592653589793, -1.2566370614359172, -2.827433388230814, 0.270425799202464
-3.141592653589793, -1.2566370614359172, -2.5132741228718345, 0.38718092378208513
-3.141592653589793, -1.2566370614359172, -2.199114857512855, 0.48642425361384917
-3.141592653589793, -1.2566370614359172, -1.8849555921538759, 0.5450443548683066
-3.141592653589793, -1.2566370614359172, -1.5707963267948966, 0.5486836591063472
-3.141592653589793, -1.2566370614359172, -1.2566370614359172, 0.49643620930788035
-3.141592653589793, -1.2566370614359172, -0.9424777960769379, 0.40114631430068853
-3.141592653589793, -1.2566370614359172, -0.6283185307179586, 0.2851986746471994
-3.141592653589793, -1.2566370614359172, -0.3141592653589793, 0.17333985840798388
-3.141592653589793, -1.2566370614359172, 0.0, 0.08513881038079835
-3.141592653589793, -1.2566370614359172, 0.3141592653589793, 0.029778980244128114
-3.141592653589793, -1.2566370614359172, 0.6283185307179586, 0.004949409474247561
-3.141592653589793, -1.2566370614359172, 0.9424777960769379, 2.352774051876441e-05
-3.141592653589793, -1.2566370614359172, 1.2566370614359172, 0.0020867094310964684
-3.141592653589793, -1.2566370614359172, 1.5707963267948966, 0.0023175714490134853
-3.141592653589793, -1.2566370614359172, 1.8849555921538759, 0.00014379884669789677
