Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 1, bias parameter: 0 0.3141592653589793 0
faulty_matrix, [[1.        +0.j         0.        -0.j        ] [0.        +0.j         0.95105652+0.30901699j]]
faultfree_matrix, [[1.+0.j 0.-0.j] [0.+0.j 1.+0.j]]
faulty_quantum_state, [1 0]
faultfree_quantum_state, [1 0]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, -2.827433388230814, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, -2.199114857512855, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, 0.0, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, 2.199114857512855, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, 2.827433388230814, 1.232595164407831e-32
-3.141592653589793, -3.141592653589793, 3.141592653589793, 1.232595164407831e-32
-3.141592653589793, -2.827433388230814, -3.141592653589793, 1.232595164407831e-32
-3.141592653589793, -2.827433388230814, -2.827433388230814, 1.232595164407831e-32
